side_in_poke_index,side_in_time,center_in_poke_index,center_in_time,chose_left,chose_right,left_reward_prob,right_reward_prob,was_rewarded,word_l1,word_l1_generic,word_l2,word_l2_generic,word_l3,word_l3_generic,switched,1_Reward,1_Choice,1_Switch,2_Reward,2_Choice,2_Switch,3_Reward,3_Choice,3_Switch,reward_seq_3,choice_seq_3,choice_seq_3_letters,switch_seq_3,Q_left,Q_right,Q_diff,Rolling_Accuracy,Rolling_PRight,Expected_PRight,Signed_Deviation,Choice_Deviation,Rolling_Switch_Rate,Behavioral_State,matched_side_in_index,photometry_side_in_index,photometry_side_out_index,photometry_center_in_index,photometry_center_out_index,photometry_outcome_index,center_in_s,center_out_s,side_in_s,side_out_s,peak_z_center_in,auc_center_in,peak_z_side_in,auc_side_in,peak_z_outcome,auc_outcome,peak_z_side_out,auc_side_out,mouse,date,hemisphere,dob,treatment,viral_expression,age_days
627,749.0319963544607,626,748.7389985471964,True,False,0.9,0.09999999999999998,False,l,a,Ll,Aa,LLl,AAa,0,1,0,0,1,0,0,1,0,1,111,000,LLL,001,0.9997640971186553,0.008461604146026404,-0.991302492972629,0.6,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.2,Exploration,13893,13897,13917,13892,13893,13897,750.168,750.222,750.438,751.518,0.19818595319495078,-0.6282008449123385,0.17300533504389232,-0.8421290956385372,0.17300533504389232,-0.8421290956385372,8.152690640974262,3.7204579206416764,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
632,753.0909966677427,631,752.7140021324158,True,False,0.9,0.09999999999999998,True,L,A,lL,aA,LlL,AaA,0,0,0,0,1,0,0,1,0,0,011,000,LLL,000,0.30322203526563307,0.008461604146026404,-0.29476043111960665,0.8,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.2,Exploration,13968,13942,13951,13938,13938,13942,752.652,752.652,752.8679999999999,753.354,5.033282998012364,2.9229872886849004,6.893247722908993,2.573408801559312,6.893247722908993,2.573408801559312,7.551562636279781,4.4556297137006915,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
634,754.7190003097057,633,754.433998838067,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,lLL,aAA,0,1,0,0,0,0,0,1,0,0,101,000,LLL,000,0.7886717144535298,0.008461604146026404,-0.7802101103075034,0.8,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,13998,13942,13951,13938,13938,13942,752.652,752.652,752.8679999999999,753.354,5.033282998012364,2.9229872886849004,6.893247722908993,2.573408801559312,6.893247722908993,2.573408801559312,7.551562636279781,4.4556297137006915,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
636,756.3319969922304,635,756.0869973152876,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,0,0,0,110,000,LLL,000,0.9359054870671232,0.008461604146026404,-0.9274438829210968,0.8,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,14028,13942,13951,13938,13938,13942,752.652,752.652,752.8679999999999,753.354,5.033282998012364,2.9229872886849004,6.893247722908993,2.573408801559312,6.893247722908993,2.573408801559312,7.551562636279781,4.4556297137006915,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
638,758.1590037792921,637,757.9159956425428,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9805605455158091,0.008461604146026404,-0.9720989413697827,0.8,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,14062,14170,14173,14165,-1,14170,764.91,,765.18,765.342,1.16653908947005,-0.19714000709221113,1.4472049359289225,0.030429612552526276,1.4472049359289225,0.030429612552526276,2.4204666415713083,0.3069743146516486,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
640,760.0450024008751,639,759.7079996019602,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9941041381960625,0.008461604146026404,-0.9856425340500361,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,14097,14170,14173,14164,-1,14170,764.856,,765.18,765.342,1.1518230634430378,-0.28391519319357794,1.4472049359289225,0.030429612552526276,1.4472049359289225,0.030429612552526276,2.4204666415713083,0.3069743146516486,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
642,761.7109961807728,641,761.4629991352558,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9982118229480462,0.008461604146026404,-0.9897502188020199,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,14128,14170,14173,14165,-1,14170,764.91,,765.18,765.342,1.16653908947005,-0.19714000709221113,1.4472049359289225,0.030429612552526276,1.4472049359289225,0.030429612552526276,2.4204666415713083,0.3069743146516486,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
645,764.9930041283369,644,764.6309964358807,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9994576573747033,0.008461604146026404,-0.9909960532286769,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,14189,14170,14173,14163,-1,14170,764.802,,765.18,765.342,1.1281550464671333,-0.4114235862147128,1.4472049359289225,0.030429612552526276,1.4472049359289225,0.030429612552526276,2.4204666415713083,0.3069743146516486,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
647,767.7370045334101,646,767.4339987337589,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9998355109619081,0.008461604146026404,-0.9913739068158818,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,14239,14170,14173,14164,-1,14170,764.856,,765.18,765.342,1.1518230634430378,-0.28391519319357794,1.4472049359289225,0.030429612552526276,1.4472049359289225,0.030429612552526276,2.4204666415713083,0.3069743146516486,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
649,769.5380005985498,648,769.1769987344742,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999501115302571,0.008461604146026404,-0.9914885073842308,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,14273,14365,14368,14358,14359,14365,775.332,775.386,775.71,775.872,0.04319314316208915,-0.827015694612925,0.600851189584149,-0.6728649631514082,0.600851189584149,-0.6728649631514082,0.913500050728528,-0.6111951134424373,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
651,771.1249966174364,650,770.815996080637,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999848691472565,0.008461604146026404,-0.9915232650012301,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,14302,14365,14368,14358,14359,14365,775.332,775.386,775.71,775.872,0.04319314316208915,-0.827015694612925,0.600851189584149,-0.6728649631514082,0.600851189584149,-0.6728649631514082,0.913500050728528,-0.6111951134424373,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
653,772.6609971374273,652,772.420996427536,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999954109094561,0.008461604146026404,-0.9915338067634297,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,14331,14365,14368,14358,14359,14365,775.332,775.386,775.71,775.872,0.04319314316208915,-0.827015694612925,0.600851189584149,-0.6728649631514082,0.600851189584149,-0.6728649631514082,0.913500050728528,-0.6111951134424373,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
655,774.4710054248571,654,774.1690054535866,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999986081582858,0.008461604146026404,-0.9915370040122594,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,14364,14365,14368,14358,14359,14365,775.332,775.386,775.71,775.872,0.04319314316208915,-0.827015694612925,0.600851189584149,-0.6728649631514082,0.600851189584149,-0.6728649631514082,0.913500050728528,-0.6111951134424373,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
657,776.1890005320311,656,775.9209975600243,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999995778633394,0.008461604146026404,-0.991537973717313,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,14396,14365,14368,14358,14359,14365,775.332,775.386,775.71,775.872,0.04319314316208915,-0.827015694612925,0.600851189584149,-0.6728649631514082,0.600851189584149,-0.6728649631514082,0.913500050728528,-0.6111951134424373,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
659,778.6339983344078,658,778.3649995923042,True,False,0.09999999999999998,0.9,False,l,a,Ll,Aa,LLl,AAa,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999998719686597,0.008461604146026404,-0.9915382678226333,0.8,0.0,0.9,-0.9,0.9,0.0,Left Bias,14441,14365,14368,14358,14359,14365,775.332,775.386,775.71,775.872,0.04319314316208915,-0.827015694612925,0.600851189584149,-0.6728649631514082,0.600851189584149,-0.6728649631514082,0.913500050728528,-0.6111951134424373,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
661,787.0180003345013,660,786.6370026022196,False,True,0.09999999999999998,0.9,True,R,A,lR,aB,LlR,AaB,1,0,0,0,1,0,0,1,0,0,011,000,LLL,000,0.3032935442646948,0.008461604146026404,-0.29483194011866837,0.8,0.2,0.9,-0.7,0.7,0.2,Left Bias,14596,14650,14654,14643,14644,14650,790.722,790.776,791.1,791.316,-1.9569721408798995,-2.967404193741027,-0.3852920172812482,-2.098032143188055,-0.3852920172812482,-2.098032143188055,0.004829213246577606,-1.328651935554885,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
665,801.4200042933226,664,801.0470028966665,True,False,0.09999999999999998,0.9,False,l,a,Rl,Ab,lRl,aBa,1,1,1,1,0,0,0,1,0,0,101,100,RLL,100,0.3032935442646948,0.6992727671444078,0.395979222879713,0.6,0.2,0.9,-0.7,0.7,0.4,Left Bias,14863,14904,14908,14897,14898,14904,804.438,804.492,804.816,805.032,1.5737970168134954,0.15069779912682124,2.779592649603768,0.4780587453443995,2.779592649603768,0.4780587453443995,3.72059196645044,1.3002756290199113,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
688,822.0680013298988,687,821.7599965631962,True,False,0.09999999999999998,0.9,False,l,a,ll,aa,Rll,Abb,0,0,0,1,1,1,1,0,0,0,010,010,LRL,110,0.09198698576985745,0.6992727671444078,0.6072857813745504,0.4,0.2,0.9,-0.7,0.7,0.4,Left Bias,15245,15158,15161,15151,15152,15158,818.154,818.208,818.532,818.694,2.6906975433649905,0.8735625117287907,3.436890385514199,1.5251283695072027,3.436890385514199,1.5251283695072027,3.2982254488224596,1.367468750640373,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
690,823.685996979475,689,823.2239998877048,False,True,0.09999999999999998,0.9,True,R,A,lR,aB,llR,aaB,1,0,0,0,0,0,1,1,1,1,001,001,LLR,011,0.027899062512320466,0.6992727671444078,0.6713737046320873,0.4,0.4,0.9,-0.5,0.5,0.6,Left Bias,15275,15122,15125,15114,15115,15122,816.156,816.21,816.588,816.75,-0.856694762010494,-2.0250870545816912,-1.0413201540119221,-2.0753486242781984,-1.0413201540119221,-2.0753486242781984,-0.9711441514502234,-2.422317700687249,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
692,825.723996385932,691,825.4049979150295,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,lRR,aBB,0,1,1,1,0,0,0,0,0,1,100,100,RLL,101,0.027899062512320466,0.9087913600127489,0.8808922975004284,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.6,Exploration,15313,15122,15125,15116,15116,15122,816.264,816.264,816.588,816.75,-0.6687253244155645,-1.9142452662089402,-1.0413201540119221,-2.0753486242781984,-1.0413201540119221,-2.0753486242781984,-0.9711441514502234,-2.422317700687249,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
698,830.5389974266291,697,830.1840003579855,True,False,0.09999999999999998,0.9,False,l,a,Rl,Ab,RRl,AAb,1,1,1,0,1,1,1,0,0,0,110,110,RRL,010,0.027899062512320466,0.9723370047689737,0.9444379422566532,0.4,0.4,0.9,-0.5,0.5,0.6,Left Bias,15402,15158,15161,15151,15152,15158,818.154,818.208,818.532,818.694,2.6906975433649905,0.8735625117287907,3.436890385514199,1.5251283695072027,3.436890385514199,1.5251283695072027,3.2982254488224596,1.367468750640373,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
700,832.5459972023964,699,832.1500025689602,False,True,0.09999999999999998,0.9,True,R,A,lR,aB,RlR,AbA,1,0,0,1,1,1,0,1,1,1,011,011,LRR,101,0.008461606634374792,0.9723370047689737,0.9638753981345989,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.6,Exploration,15440,15122,15125,15114,15115,15122,816.156,816.21,816.588,816.75,-0.856694762010494,-2.0250870545816912,-1.0413201540119221,-2.0753486242781984,-1.0413201540119221,-2.0753486242781984,-0.9711441514502234,-2.422317700687249,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
705,840.1049986481667,704,839.6609958261251,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,lRR,aBB,0,1,1,1,0,0,1,1,1,0,101,101,RLR,110,0.008461606634374792,0.9916099910572206,0.9831483844228458,0.8,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.6,Exploration,15579,15849,15852,15841,-1,15849,855.414,,855.846,856.008,0.859478761861985,-0.013292441314554912,0.8634526227861381,-0.5546054644153326,0.8634526227861381,-0.5546054644153326,1.1280099147704883,-0.7580867396081055,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
710,844.2449983209372,709,843.8929986208677,True,False,0.09999999999999998,0.9,False,l,a,Rl,Ab,RRl,AAb,1,1,1,0,1,1,1,0,0,1,110,110,RRL,011,0.008461606634374792,0.9974553641255388,0.988993757491164,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.6,Exploration,15656,15158,15161,15151,15152,15158,818.154,818.208,818.532,818.694,2.6906975433649905,0.8735625117287907,3.436890385514199,1.5251283695072027,3.436890385514199,1.5251283695072027,3.2982254488224596,1.367468750640373,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
715,893.2140044867992,714,892.703003436327,False,True,0.09999999999999998,0.9,True,R,A,lR,aB,RlR,AbA,1,0,0,1,1,1,0,1,1,1,011,011,LRR,101,0.002566350994886543,0.9974553641255388,0.9948890131306523,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.8,Exploration,16563,16577,16604,16568,16573,16577,894.672,894.942,895.158,896.616,7.1327655504475,3.097959262359932,0.7999679587778727,0.03225757197652027,0.7999679587778727,0.03225757197652027,-0.15613463189814214,-0.7126567340558639,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
717,901.6019996255636,716,900.9889975190163,True,False,0.09999999999999998,0.9,False,l,a,Rl,Ab,lRl,aBa,1,1,1,1,0,0,1,1,1,0,101,101,RLR,110,0.002566350994886543,0.9992282282679606,0.9966618772730741,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.8,Exploration,16718,17033,17049,17022,17028,17033,919.188,919.512,919.782,920.646,2.3723441139560983,0.3017072205748233,2.2888207853337073,-0.0709113987384488,2.2888207853337073,-0.0709113987384488,-0.6418789559287609,-2.8842287072498505,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
719,903.3949993550777,718,902.9110047966242,False,True,0.09999999999999998,0.9,True,R,A,lR,aB,RlR,AbA,1,0,0,1,1,1,1,0,0,1,010,010,LRL,111,0.000778357788720556,0.9992282282679606,0.99844987047924,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.8,Exploration,16752,16809,16837,16799,16802,16809,907.146,907.308,907.686,909.198,-1.5290083036523576,-2.294184809628176,-0.6628488998659089,-1.331490047902239,-0.6628488998659089,-1.331490047902239,0.5313990264755823,-0.9512763522946621,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
721,905.4169960319996,720,905.1060039550066,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,lRR,aBB,0,1,1,1,0,0,1,1,1,1,101,101,RLR,111,0.000778357788720556,0.9997659265860578,0.9989875687973372,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.8,Exploration,16789,16809,16837,16803,-1,16809,907.362,,907.686,909.198,-1.2065249614981608,-1.8363324262859042,-0.6628488998659089,-1.331490047902239,-0.6628488998659089,-1.331490047902239,0.5313990264755823,-0.9512763522946621,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
723,907.330996915698,722,907.014000043273,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,1,0,0,1,110,110,RRL,011,0.000778357788720556,0.999929007035578,0.9991506492468574,0.8,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.6,Exploration,16824,16809,16837,16803,-1,16809,907.362,,907.686,909.198,-1.2065249614981608,-1.8363324262859042,-0.6628488998659089,-1.331490047902239,-0.6628488998659089,-1.331490047902239,0.5313990264755823,-0.9512763522946621,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
729,911.1349996179342,728,910.6949999928474,True,False,0.09999999999999998,0.9,False,l,a,Rl,Ab,RRl,AAb,1,1,1,0,1,1,0,1,1,1,111,111,RRR,001,0.000778357788720556,0.9999784682894458,0.9992001105007252,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.6,Exploration,16895,17033,17049,17027,17028,17033,919.458,919.512,919.782,920.646,2.8046685723409066,0.1890193233046255,2.2888207853337073,-0.0709113987384488,2.2888207853337073,-0.0709113987384488,-0.6418789559287609,-2.8842287072498505,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
731,914.7849999368191,730,914.3400013446808,False,True,0.09999999999999998,0.9,True,R,A,lR,aB,RlR,AbA,1,0,0,1,1,1,0,1,1,0,011,011,LRR,100,0.00023607092267156449,0.9999784682894458,0.9997423973667743,0.8,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.6,Exploration,16962,16960,16968,16954,16954,16960,915.516,915.516,915.84,916.2719999999999,3.3430784648776304,1.579718025058417,6.615144374902792,2.884780887303216,6.615144374902792,2.884780887303216,6.874215289126711,4.725145214284811,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
733,916.8279983103275,732,916.5429968386889,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,lRR,aBB,0,1,1,1,0,0,1,1,1,0,101,101,RLR,110,0.00023607092267156449,0.9999934695703558,0.9997573986476843,0.8,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.4,Exploration,17000,16960,16968,16954,16954,16960,915.516,915.516,915.84,916.2719999999999,3.3430784648776304,1.579718025058417,6.615144374902792,2.884780887303216,6.615144374902792,2.884780887303216,6.874215289126711,4.725145214284811,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
735,918.9010005444288,734,918.5929957777262,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,1,0,0,1,110,110,RRL,011,0.00023607092267156449,0.999998019362594,0.9997619484399225,0.8,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.4,Exploration,17039,17103,17107,17097,-1,17103,923.2379999999999,,923.562,923.778,4.740784140354077,1.1609257274539773,7.4195384638230095,2.1063725448504718,7.4195384638230095,2.1063725448504718,12.78624407879509,4.551147538191146,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
737,920.9039971232414,736,920.5980040132999,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,1,111,111,RRR,001,0.00023607092267156449,0.9999993992853843,0.9997633283627128,0.8,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.4,Exploration,17076,17103,17107,17097,-1,17103,923.2379999999999,,923.562,923.778,4.740784140354077,1.1609257274539773,7.4195384638230095,2.1063725448504718,7.4195384638230095,2.1063725448504718,12.78624407879509,4.551147538191146,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
739,923.035005480051,738,922.7059990167618,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.00023607092267156449,0.9999998178071118,0.9997637468844403,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.2,Exploration,17115,17103,17107,17097,-1,17103,923.2379999999999,,923.562,923.778,4.740784140354077,1.1609257274539773,7.4195384638230095,2.1063725448504718,7.4195384638230095,2.1063725448504718,12.78624407879509,4.551147538191146,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
741,924.9730054289103,740,924.6779959648848,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.00023607092267156449,0.9999999447420661,0.9997638738193946,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,17151,17103,17107,17098,-1,17103,923.292,,923.562,923.778,4.758265638569796,1.2464312172761103,7.4195384638230095,2.1063725448504718,7.4195384638230095,2.1063725448504718,12.78624407879509,4.551147538191146,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
743,927.0090032368898,742,926.6989968717098,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.00023607092267156449,0.9999999832406232,0.9997639123179517,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,17189,17273,17277,17265,17267,17273,932.31,932.418,932.742,932.958,1.9054823093403253,0.9738081224878523,10.15621406064416,2.741941867395153,10.15621406064416,2.741941867395153,10.584497723953781,4.236307772492956,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
748,933.415999263525,747,932.9010050743818,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.00023607092267156449,0.9999999949169885,0.999763923994317,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,17307,17273,17277,17265,17267,17273,932.31,932.418,932.742,932.958,1.9054823093403253,0.9738081224878523,10.15621406064416,2.741941867395153,10.15621406064416,2.741941867395153,10.584497723953781,4.236307772492956,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
750,935.8489975333214,749,935.453998669982,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.00023607092267156449,0.9999999984583552,0.9997639275356837,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,17353,17416,17436,17407,17410,17416,939.978,940.14,940.4639999999999,941.544,-0.3354212578279686,-1.0174424927317496,0.6281531853251284,-1.4113234255360694,0.6281531853251284,-1.4113234255360694,-0.4353985422801931,-4.158402188575362,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
752,937.7720005810261,751,937.455003708601,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.00023607092267156449,0.999999999532429,0.9997639286097575,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,17388,17416,17436,17407,17410,17416,939.978,940.14,940.4639999999999,941.544,-0.3354212578279686,-1.0174424927317496,0.6281531853251284,-1.4113234255360694,0.6281531853251284,-1.4113234255360694,-0.4353985422801931,-4.158402188575362,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
754,939.7109962999821,753,939.3779966980219,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.00023607092267156449,0.9999999998581888,0.9997639289355172,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,17424,17416,17436,17407,17410,17416,939.978,940.14,940.4639999999999,941.544,-0.3354212578279686,-1.0174424927317496,0.6281531853251284,-1.4113234255360694,0.6281531853251284,-1.4113234255360694,-0.4353985422801931,-4.158402188575362,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
756,941.576999053359,755,941.2460010498762,False,True,0.9,0.09999999999999998,False,r,a,Rr,Aa,RRr,AAa,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.00023607092267156449,0.9999999999569895,0.999763929034318,0.8,1.0,0.09999999999999998,0.9,0.9,0.0,Right Bias,17459,17450,17454,17443,17444,17450,941.922,941.976,942.3,942.516,0.19852374271951595,-1.5052891995830404,0.7168970483725593,-0.10862343512045095,0.7168970483725593,-0.10862343512045095,0.9469302120629598,0.2811804288950013,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
760,945.5479994416237,759,945.157003775239,True,False,0.9,0.09999999999999998,True,L,A,rL,aB,RrL,AaB,1,0,1,0,1,1,0,1,1,0,011,111,RRR,000,0.00023607092267156449,0.3032935830827339,0.3030575121600623,0.8,0.8,0.09999999999999998,0.7000000000000001,0.7000000000000001,0.2,Right Bias,17532,17544,17563,17539,17540,17544,947.106,947.16,947.376,948.402,-0.02389362937006261,-1.6320055341892707,1.1188831833894142,-0.9361627272311723,1.1188831833894142,-0.9361627272311723,5.411083129938524,1.8858826733534275,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
765,949.2769975215197,764,948.734001070261,False,True,0.9,0.09999999999999998,False,r,a,Lr,Ab,rLr,aBa,1,1,0,1,0,1,0,1,1,0,101,011,LRR,100,0.6967780157002231,0.3032935830827339,-0.3934844326174892,0.6,0.8,0.09999999999999998,0.7000000000000001,0.7000000000000001,0.4,Right Bias,17601,17450,17454,17443,17444,17450,941.922,941.976,942.3,942.516,0.19852374271951595,-1.5052891995830404,0.7168970483725593,-0.10862343512045095,0.7168970483725593,-0.10862343512045095,0.9469302120629598,0.2811804288950013,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
767,953.1289983540773,766,952.7210041880608,True,False,0.9,0.09999999999999998,True,L,A,rL,aB,LrL,AbA,1,0,1,1,1,0,1,0,1,0,010,101,RLR,110,0.6967780157002231,0.09198699754311962,-0.6047910181571035,0.6,0.6,0.09999999999999998,0.5,0.5,0.6,Right Bias,17673,17668,17674,17660,17661,17668,953.64,953.694,954.072,954.396,4.606276591244665,1.898093417762439,6.221725721483074,3.6160368939150485,6.221725721483074,3.6160368939150485,5.872923728866298,4.320799768822152,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
772,958.4699973464012,771,958.0520052462816,False,True,0.9,0.09999999999999998,False,r,a,Lr,Ab,rLr,aBa,1,1,0,1,0,1,1,1,0,1,101,010,LRL,111,0.9080347179083087,0.09198699754311962,-0.816047720365189,0.4,0.6,0.09999999999999998,0.5,0.5,0.8,Right Bias,17771,17811,17814,17803,17805,17811,961.362,961.47,961.794,961.956,2.0567968912697525,1.2590142762743108,1.1467832507778395,0.38358237537618356,1.1467832507778395,0.38358237537618356,1.015525215775006,0.18795217755722654,WCL23,060223,green_r,2019-02-02,None,Naive,1581.0
